fir_number,date,district,area,crime_type,sections,modus_operandi,status,is_synthetic
FIR-2024-VIJ-1111,2024-05-04,Vijayapur,Chatterjee Zila,Cheating,BNS 318,land document forgery,charge-sheeted,True
FIR-2024-KOL-1112,2024-10-28,Kolar,Chopra Circle,Cheating,BNS 318,investment ponzi scheme,closed,True
FIR-2024-DAK-1113,2024-03-17,Dakshina Kannada,Shetty Zila,Robbery,BNS 309,ATM-exit targeting,convicted,True
FIR-2025-BEL-1114,2025-07-06,Belagavi,Dasgupta Circle,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2025-CHI-1115,2025-02-16,Chickballapura,Comar Circle,Murder,BNS 103,gang rivalry,closed,True
FIR-2025-KAL-1116,2025-07-07,Kalaburagi,Chokshi Path,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2025-KAL-1117,2025-02-18,Kalaburagi,Chokshi Path,Cyber Fraud,IT Act 66D,fake loan app extortion,court-pending,True
FIR-2025-RAI-1118,2025-09-15,Raichur,Sandhu Marg,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2025-BAL-1119,2025-09-11,Ballari,Chaudhary Marg,Murder,BNS 103,gang rivalry,closed,True
FIR-2024-RAI-1120,2024-10-17,Raichur,Swaminathan Zila,Rioting,BNS 191,communal flashpoint clash,closed,True
FIR-2025-CHI-1121,2025-02-03,Chickballapura,Comar Circle,Extortion,BNS 308,protection money demand,court-pending,True
FIR-2025-UDU-1122,2025-05-19,Udupi,Narasimhan Ganj,NDPS,NDPS Act 20,hostel network supply,convicted,True
FIR-2024-RAI-1123,2024-02-09,Raichur,Sandhu Marg,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-UDU-1124,2025-02-03,Udupi,Agate Street,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BAG-1125,2025-02-06,Bagalkot,Ben Road,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2025-RAI-1126,2025-11-30,Raichur,Sandhu Marg,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2024-HAS-1127,2024-09-23,Hassan,Sha Zila,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2024-DAK-1128,2024-06-20,Dakshina Kannada,Barad Nagar,Cheating,BNS 318,investment ponzi scheme,closed,True
FIR-2025-DAV-1129,2025-06-15,Davanagere,Saxena Chowk,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-KOL-1130,2025-11-22,Kolar,Chopra Circle,Robbery,BNS 309,knife-point street robbery,closed,True
FIR-2025-HAS-1131,2025-12-22,Hassan,Sha Zila,NDPS,NDPS Act 20,street-level peddling,under-investigation,True
FIR-2024-DAK-1132,2024-07-26,Dakshina Kannada,Dey Zila,Cyber Fraud,IT Act 66D,fake loan app extortion,court-pending,True
FIR-2024-DAV-1133,2024-01-17,Davanagere,Bali Road,Murder,BNS 103,gang rivalry,convicted,True
FIR-2025-KOL-1134,2025-04-12,Kolar,Chopra Circle,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-MAN-1135,2024-10-05,Mandya,Dass Ganj,Murder,BNS 103,property dispute,court-pending,True
FIR-2024-DAK-1136,2024-10-13,Dakshina Kannada,Rege Road,Cyber Fraud,IT Act 66D,OTP social engineering,charge-sheeted,True
FIR-2024-KAL-1137,2024-10-21,Kalaburagi,Narang Nagar,Cyber Fraud,IT Act 66D,UPI phishing call,closed,True
FIR-2024-MAN-1138,2024-11-10,Mandya,Dass Ganj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2025-VIJ-1139,2025-05-07,Vijayapur,Rama Street,Cyber Fraud,IT Act 66D,fake loan app extortion,court-pending,True
FIR-2025-BAG-1140,2025-03-09,Bagalkot,Ghosh Nagar,Burglary,BNS 331,night house-break via rear entry,court-pending,True
FIR-2024-TUM-1141,2024-08-02,Tumakuru,Kara Street,Theft,BNS 303,vehicle theft from parking,convicted,True
FIR-2024-KAL-1142,2024-03-05,Kalaburagi,Chokshi Path,Burglary,BNS 331,terrace entry,court-pending,True
FIR-2024-VIJ-1143,2024-06-12,Vijayapur,Rama Street,Extortion,BNS 308,protection money demand,charge-sheeted,True
FIR-2024-HAS-1144,2024-12-24,Hassan,Kala Zila,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-TUM-1145,2024-02-03,Tumakuru,Rana Zila,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2025-CHI-1146,2025-10-22,Chickballapura,Comar Circle,Robbery,BNS 309,ATM-exit targeting,under-investigation,True
FIR-2024-VIJ-1147,2024-07-05,Vijayapur,Rama Street,Cyber Fraud,IT Act 66D,UPI phishing call,closed,True
FIR-2024-BAL-1148,2024-05-27,Ballari,Saini Circle,NDPS,NDPS Act 20,courier parcel concealment,charge-sheeted,True
FIR-2025-BEL-1149,2025-03-03,Belagavi,Raj Road,Theft,BNS 303,shop till theft,convicted,True
FIR-2024-BEN-1150,2024-09-10,Bengaluru City,Zacharia Street,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2024-DAK-1151,2024-06-27,Dakshina Kannada,Shetty Zila,Rioting,BNS 191,protest escalation,charge-sheeted,True
FIR-2025-KAL-1152,2025-06-15,Kalaburagi,Chokshi Path,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BAG-1153,2025-05-15,Bagalkot,Ben Road,NDPS,NDPS Act 20,street-level peddling,charge-sheeted,True
FIR-2025-MYS-1154,2025-02-07,Mysuru,Mahajan Circle,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2025-DAK-1155,2025-04-16,Dakshina Kannada,Rege Road,Robbery,BNS 309,ATM-exit targeting,convicted,True
FIR-2025-MAN-1156,2025-08-23,Mandya,Nath Nagar,Rioting,BNS 191,communal flashpoint clash,under-investigation,True
FIR-2025-DHA-1157,2025-08-13,Dharwad,Aurora Street,Murder,BNS 103,gang rivalry,under-investigation,True
FIR-2024-DAK-1158,2024-06-04,Dakshina Kannada,Shetty Zila,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2025-BEL-1159,2025-11-20,Belagavi,Raj Road,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2024-VIJ-1160,2024-09-11,Vijayapur,Tailor Road,Cyber Fraud,IT Act 66D,OTP social engineering,closed,True
FIR-2024-BEN-1161,2024-10-18,Bengaluru City,Wali Path,Robbery,BNS 309,knife-point street robbery,court-pending,True
FIR-2024-BEN-1162,2024-05-11,Bengaluru City,Iyer Street,Cheating,BNS 318,fake job placement racket,convicted,True
FIR-2025-MAN-1163,2025-09-02,Mandya,Dass Ganj,Rioting,BNS 191,protest escalation,convicted,True
FIR-2024-VIJ-1164,2024-10-09,Vijayapur,Rama Street,Chain Snatching,BNS 304,market crowd snatching,closed,True
FIR-2024-KAL-1165,2024-03-17,Kalaburagi,Chokshi Path,Theft,BNS 303,shop till theft,convicted,True
FIR-2024-BEN-1166,2024-03-28,Bengaluru City,Wali Path,Chain Snatching,BNS 304,two-wheeler drive-by snatching,closed,True
FIR-2024-MYS-1167,2024-09-12,Mysuru,Mahajan Circle,Murder,BNS 103,property dispute,closed,True
FIR-2024-MAN-1168,2024-03-07,Mandya,Jha,Rioting,BNS 191,communal flashpoint clash,under-investigation,True
FIR-2025-BEN-1169,2025-03-20,Bengaluru City,Sagar Path,Extortion,BNS 308,protection money demand,under-investigation,True
FIR-2025-BAL-1170,2025-07-21,Ballari,Prabhakar Chowk,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2025-BEN-1171,2025-04-03,Bengaluru City,Sagar Path,Cyber Fraud,IT Act 66D,UPI phishing call,closed,True
FIR-2024-MAN-1172,2024-10-21,Mandya,Jha,Robbery,BNS 309,knife-point street robbery,charge-sheeted,True
FIR-2025-RAI-1173,2025-03-21,Raichur,Sandhu Marg,Rioting,BNS 191,protest escalation,charge-sheeted,True
FIR-2025-DAV-1174,2025-03-26,Davanagere,Saxena Chowk,Cyber Fraud,IT Act 66D,courier scam,closed,True
FIR-2024-MYS-1175,2024-01-20,Mysuru,Mahajan Circle,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2024-DAV-1176,2024-02-08,Davanagere,Bali Road,Rioting,BNS 191,communal flashpoint clash,court-pending,True
FIR-2024-DAK-1177,2024-11-20,Dakshina Kannada,Shetty Zila,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2025-TUM-1178,2025-10-25,Tumakuru,Kara Street,Burglary,BNS 331,lock-picking daytime entry,charge-sheeted,True
FIR-2024-KAL-1179,2024-04-11,Kalaburagi,Sinha Ganj,Cheating,BNS 318,investment ponzi scheme,charge-sheeted,True
FIR-2025-SHI-1180,2025-11-16,Shivamogga,Patil Ganj,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2024-BAG-1181,2024-08-07,Bagalkot,Khanna Path,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2025-DAV-1182,2025-10-07,Davanagere,Reddy Chowk,Murder,BNS 103,gang rivalry,convicted,True
FIR-2024-BAG-1183,2024-04-24,Bagalkot,Khanna Path,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-RAI-1184,2024-11-07,Raichur,Srinivas Nagar,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2024-MYS-1185,2024-06-25,Mysuru,Mahajan Circle,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2025-TUM-1186,2025-10-25,Tumakuru,Kara Street,Robbery,BNS 309,highway vehicle stop,court-pending,True
FIR-2025-KAL-1187,2025-05-31,Kalaburagi,Kant,NDPS,NDPS Act 20,courier parcel concealment,convicted,True
FIR-2024-BEL-1188,2024-12-29,Belagavi,Pillay Chowk,Rioting,BNS 191,communal flashpoint clash,closed,True
FIR-2025-RAI-1189,2025-05-14,Raichur,Srinivas Nagar,Chain Snatching,BNS 304,market crowd snatching,charge-sheeted,True
FIR-2025-DHA-1190,2025-09-11,Dharwad,Bal Zila,Murder,BNS 103,property dispute,convicted,True
FIR-2024-KAL-1191,2024-11-15,Kalaburagi,Chokshi Path,NDPS,NDPS Act 20,street-level peddling,charge-sheeted,True
FIR-2024-DHA-1192,2024-09-05,Dharwad,Bal Zila,Rioting,BNS 191,communal flashpoint clash,court-pending,True
FIR-2025-KOL-1193,2025-12-14,Kolar,Thakur Chowk,NDPS,NDPS Act 20,courier parcel concealment,court-pending,True
FIR-2024-TUM-1194,2024-03-05,Tumakuru,Kara Street,Rioting,BNS 191,communal flashpoint clash,closed,True
FIR-2025-VIJ-1195,2025-02-21,Vijayapur,Rama Street,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2025-HAS-1196,2025-02-14,Hassan,Gupta Road,Cyber Fraud,IT Act 66D,OTP social engineering,closed,True
FIR-2025-VIJ-1197,2025-10-27,Vijayapur,Yogi Ganj,Cyber Fraud,IT Act 66D,courier scam,under-investigation,True
FIR-2024-BEL-1198,2024-05-28,Belagavi,Pillay Chowk,NDPS,NDPS Act 20,street-level peddling,court-pending,True
FIR-2024-RAI-1199,2024-09-28,Raichur,Swaminathan Zila,Cheating,BNS 318,land document forgery,court-pending,True
FIR-2024-HAS-1200,2024-12-01,Hassan,Kala Zila,Robbery,BNS 309,ATM-exit targeting,closed,True
